addrCd,gungu,sido,resNm,rnum,csForCnt,csNatCnt
1165,서초구,서울특별시,헌릉ㆍ인릉,11,49,2915
1168,강남구,서울특별시,선릉·정릉,12,370,27041
1111,종로구,서울특별시,창덕궁,1,39559,52082
1111,종로구,서울특별시,경복궁,2,142110,151317
1111,종로구,서울특별시,창경궁,3,3447,20397
1111,종로구,서울특별시,종묘,4,4905,11575
1117,용산구,서울특별시,국립중앙박물관,5,9439,298297
1114,중구,서울특별시,덕수궁,6,20499,52797
1135,노원구,서울특별시,태릉 ·  강릉 · 조선왕릉전시관,7,4,2406
1141,서대문구,서울특별시,서대문형무소역사관,8,5597,28405
1141,서대문구,서울특별시,서대문자연사박물관,9,0,20579
1144,마포구,서울특별시,트릭아이미술관,10,26168,6187
1165,서초구,서울특별시,헌릉ㆍ인릉,11,1,1785
1168,강남구,서울특별시,선릉·정릉,12,125,14507
